Stars,Review
2,"Monstrously stupid. Despite high production values, very nice costumes and a genuinely good performance by Radcliffe, this creature never should have been brought to life."
2,"I'm torn on this one. Beautiful formalism, shot composition, good blend of still and mobile camera, pretty darn good unprofessional cast. Yet the central gimmick is more effective at alienating the viewer than re-framing our perspectives. I'm not convinced the form fits the function here."
2,"Like its central character, The Benefactor is lost by giving a little of too many things. It has an intriguing premise with a handful of great actors to deliver the story. Yet, it just keeps teasing and the core issue is never dealt with handsomely."
2,"For a horror film with an hour of build-up, there's a lot of talking and little tension. Prepare yourself for a lot of contrivances and plot holes, along with characters who behave in wholly unrealistic ways. While there is a cool third-act twist and the language barrier is leveraged in interesting ways, these aren't enough to off-set a film with no unique voices and a lot of expository dialogue."
2,"hmmm...nothing special to see here...no real cohesiveness of the characters....beauty of Italian countryside is there, but it could be more.... too many cliches and it ends up the way you expect it..."
2,"Fascinating concept, but I feel like there was a little left out of the middle. I also really wanted to know about the resolution of one of the characters that dropped off the map towards the end. The movie made interesting choices though and definitely makes you think twice about how invasive tech really is."
2,"This is what happens when people are so attached to the importance of a story that the telling of the story itself suffers. This movie is too long, too melodramatic, and made with only one purpose: to gain attention for its own sake. The movie is so inflated with its own IMPORTANCE! and Eddie Redmayne's ACTING! that it comes off as an exercise in arthouse film predictability."
2,"While it is a courageous act of filmmaking (Jafar Panahi smuggled this movie out of the country while on a 20-year ban from making one), this Golden Bear winner at the 65th Berlin Film Festival resembles an amateurish effort from a film student. The slices of contemporary Iranian lives are stitched together with gapping unrealism and the constant reference to the director's own filmography is suspicious of self-importance."
2,"I hate to make a comparison but the documentary ""McConkey"" pretty much blows this documentary out of the water. How many times can you watch the same boring couple jump off something in the same way which involves very little skill (but like Russian Roulette takes a lot of nerve and little sense). Carl's wife seemed emotionally disconnected and unconvincing at selling BASE jumping as a life altering experience and using the old adage's of ""he died doing what he loved"" and ""we knew the risks involved"" in a cold monotone voice. Anyhow watch the documentary ""McConkey"" after you watch this and you'll understand my two-star review."
2,"There is lots of sword fighting action in this one, which felt very long and drawn out. The direction of the action sequences felt very flat an unexciting. For 1950 it's an achievement, but the beauty of the Island isn't fully exploited. I've gotta say this is still the definitive pirate adventure for young boys everywhere to watch; they ought to show it in schools. I was put off by the bug-eyed accented performance of Robert Newton as Long John Silver, with every line being delivered in corny fashion; but kids might really like that."
